source,source_location,Content,target,target_location,Other places,Etude Notaire,Cote ADLA,Nature acte,Date,source_coordinates,source_address,target_coordinates,target_address
Jean Gauret,Ile Saint Domingue,Commerce ,? Lesergent,Ile Saint Domingue,,Delalande,4/2E/640,Testament,31/12/1689,POINT (-1.5710107 47.2017486),"Rue de Saint-Domingue, Île Sainte-Anne, Sainte-Anne - Zone portuaire, Île de Nantes, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44276, France",POINT (-1.5710107 47.2017486),"Rue de Saint-Domingue, 44276, Nantes, Pays de la Loire, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Travail,Julienne ?,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Testament,31/12/1689,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Famille,Eloy Antheaume,Paris,,Delalande,4/2E/640,Testament,07/01/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (2.3200410217200766 48.8588897),"Paris, 75000;75001;75002;75003;75004;75005;75006;75007;75008;75009;75010;75011;75012;75013;75014;75015;75016;75017;75018;75019;75020;75116, Paris, Île-de-France, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Famille,Anne Vallet,Paris,,Delalande,4/2E/640,Testament,07/01/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (2.3200410217200766 48.8588897),"Paris, 75000;75001;75002;75003;75004;75005;75006;75007;75008;75009;75010;75011;75012;75013;75014;75015;75016;75017;75018;75019;75020;75116, Paris, Île-de-France, France"
Eloy Antheaume,Paris,Famille,Anne Vallet,Paris,,Delalande,4/2E/640,Testament,07/01/1690,POINT (2.3483915 48.8534951),"Paris, Île-de-France, France métropolitaine, France",POINT (2.3200410217200766 48.8588897),"Paris, 75000;75001;75002;75003;75004;75005;75006;75007;75008;75009;75010;75011;75012;75013;75014;75015;75016;75017;75018;75019;75020;75116, Paris, Île-de-France, France"
Madeleine Boucher,"Saint Nicolas, Nantes",Finance ,Eloy Antheaume,Paris,,Delalande,4/2E/640,Testament,07/01/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (2.3200410217200766 48.8588897),"Paris, 75000;75001;75002;75003;75004;75005;75006;75007;75008;75009;75010;75011;75012;75013;75014;75015;75016;75017;75018;75019;75020;75116, Paris, Île-de-France, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Finance ,Eloy Antheaume,Paris,,Delalande,4/2E/640,Testament,07/01/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (2.3200410217200766 48.8588897),"Paris, 75000;75001;75002;75003;75004;75005;75006;75007;75008;75009;75010;75011;75012;75013;75014;75015;75016;75017;75018;75019;75020;75116, Paris, Île-de-France, France"
Madeleine Boucher,"Saint Nicolas, Nantes",Famille,Eloy Antheaume,Paris,,Delalande,4/2E/640,Testament,07/01/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (2.3200410217200766 48.8588897),"Paris, 75000;75001;75002;75003;75004;75005;75006;75007;75008;75009;75010;75011;75012;75013;75014;75015;75016;75017;75018;75019;75020;75116, Paris, Île-de-France, France"
Madeleine Boucher,"Saint Nicolas, Nantes",Finance ,François Bouchaud sr de la Foretterie,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Transport,06/06/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Madeleine Boucher,"Saint Nicolas, Nantes",Finance ,Jacques Souchay et Bouchaud,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Transport,06/06/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Madeleine Boucher,"Saint Nicolas, Nantes",Finance ,? Gauvain,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Transport,06/06/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Madeleine Boucher,"Saint Nicolas, Nantes",Finance ,? Belot,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Transport,06/06/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Madeleine Boucher,"Saint Nicolas, Nantes",Finance ,? De la Maison Rouge Perrault,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Transport,06/06/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Madeleine Boucher,"Saint Nicolas, Nantes",Finance ,? Bruneau,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Transport,06/06/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Madeleine Boucher,"Saint Nicolas, Nantes",Finance ,Claude Berthelot,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Transport,06/06/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Madeleine Boucher,"Saint Nicolas, Nantes",Finance ,Maximilien Lebreton,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Transport,06/06/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Madeleine Boucher,"Saint Nicolas, Nantes",Finance ,? De Vonnes Lucas,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Transport,06/06/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Madeleine Boucher,"Saint Nicolas, Nantes",Finance ,René Budan,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Transport,06/06/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Madeleine Boucher,"Saint Nicolas, Nantes",Finance ,Jacques Danguy,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Transport,06/06/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Madeleine Boucher,"Saint Nicolas, Nantes",Finance ,? Stalpart,Saint Sébastien,,Delalande,4/2E/640,Transport,06/06/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-4.107817403925518 48.22287555),"Chapelle Saint-Sébastien, Saint-Sébastien, 29590, Saint-Sébastien, Saint-Ségal, Bretagne, France"
Madeleine Boucher,"Saint Nicolas, Nantes",Finance ,? Montaudoin,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Transport,06/06/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Finance ,François Bouchaud sr de la Foretterie,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Transport,06/06/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Finance ,? Souchay,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Transport,06/06/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Finance ,? Gauvain,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Transport,06/06/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Finance ,? Belot,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Transport,06/06/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Finance ,? De la Maison Rouge Perrault,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Transport,06/06/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Finance ,? Bruneau,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Transport,06/06/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Finance ,Claude Berthelot,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Transport,06/06/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Finance ,Maximilien Lebreton,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Transport,06/06/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Finance ,? De Vonnes Lucas,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Transport,06/06/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Finance ,René Budan,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Transport,06/06/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Finance ,Jacques Danguy,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Transport,06/06/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Finance ,? Stalpart,Saint Sébastien,,Delalande,4/2E/640,Transport,06/06/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-4.107817403925518 48.22287555),"Chapelle Saint-Sébastien, Saint-Sébastien, 29590, Saint-Sébastien, Saint-Ségal, Bretagne, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Finance ,? Montaudoin,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Transport,06/06/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Madeleine Boucher,"Saint Nicolas, Nantes",Famille,Hubert Antheaume,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Transport,06/06/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Madeleine Boucher,"Saint Nicolas, Nantes",Travail ,Ancelme Beaugrand,Dunkerque,,Delalande,4/2E/640,Transport,06/06/1690,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (2.3772525 51.0347708),"Dunkerque, 59140;59240;59279;59430;59640, Hauts-de-France, France"
Jean Mersant,"Saint Nicolas, Nantes",Commerce,Madeleine Boucher,"Saint Nicolas, Nantes",,Delalande,4/2E/643,Procuration,19/01/1692,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
André Delaville sr de la Foucherie,"Saint Saturnin, Nantes",Famille,Madeleine Boucher,"Saint Nicolas, Nantes",Saint Sébastien,Delalande,4/2E/643,mariage,03/06/1692,POINT EMPTY,,POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Marie Boucher,"Saint Nicolas, Nantes",Travail ,François Truseau,Rhuys,"Auray, Vannes",Verger,4/2E/1929,Transaction,13/12/1660,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-2.8403204 47.5004209),"Saint-Gildas-de-Rhuys, 56730, Bretagne, France"
Marie Boucher,"Saint Nicolas, Nantes",Commerce ,Bernard Gillabert,Bordeaux,,Verger,4/2E/1933,Attestation,11/07/1662,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-0.5800364 44.841225),"Bordeaux, 33000;33100;33200;33300;33800, Nouvelle-Aquitaine, France"
Bernard Gillabert,Bordeaux,Travail ,Daniel de Vassal,Mornac sur Seudre,,Verger,4/2E/1933,Attestation,11/07/1662,POINT (-0.5800364 44.841225),"Bordeaux, Gironde, Nouvelle-Aquitaine, France métropolitaine, France",POINT (-1.0288487 45.7090902),"Mornac-sur-Seudre, 17113, Nouvelle-Aquitaine, France"
Bernard Gillabert,Bordeaux,Travail ,Michel Tessier,Chastain en Saintonge,,Verger,4/2E/1933,Attestation,11/07/1662,POINT (-0.5800364 44.841225),"Bordeaux, Gironde, Nouvelle-Aquitaine, France métropolitaine, France",POINT (-1.633731 49.6261639),"Rue de Saintonge, 50130, Cherbourg-en-Cotentin, Normandie, France"
Bernard Gillabert,Bordeaux,Travail ,Josué de Bargeau,Chastain en Saintonge,,Verger,4/2E/1933,Attestation,11/07/1662,POINT (-0.5800364 44.841225),"Bordeaux, Gironde, Nouvelle-Aquitaine, France métropolitaine, France",POINT (-1.633731 49.6261639),"Rue de Saintonge, 50130, Cherbourg-en-Cotentin, Normandie, France"
Marie Boucher,"Saint Nicolas, Nantes",Travail ,Daniel de Vassal,Mornac sur Seudre,,Verger,4/2E/1933,Attestation,11/07/1662,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.0288487 45.7090902),"Mornac-sur-Seudre, 17113, Nouvelle-Aquitaine, France"
Marie Boucher,"Saint Nicolas, Nantes",Travail ,Michel Tessier,Chastain en Saintonge,,Verger,4/2E/1933,Attestation,11/07/1662,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.633731 49.6261639),"Rue de Saintonge, 50130, Cherbourg-en-Cotentin, Normandie, France"
